recency,frequency,tenure,capacity score,last gift amount,region,age,gender,marital status
16,0.41,132,80,182555.33,6,56,f,y
0,0.22,31,63,1037.31,8,77,m,y
21,0.4,76,54,0.0,4,60,f,y
0,0.55,96,94,2071.97,1,49,m,y
31,0.62,99,56,4695.59,1,47,m,y
0,0.45,81,93,4803.73,6,52,f,y
1,0.28,109,65,455.69,2,79,m,y
10,0.37,82,33,453.33,5,52,m,n
3,0.25,46,70,9756.87,2,54,m,y
21,0.36,137,77,937.81,9,47,f,n
0,0.22,71,62,5771.46,2,71,m,n
10,0.19,170,32,300.87,5,84,f,y
6,0.26,39,31,1648.41,4,61,f,w
15,0.15,127,44,0.0,1,56,f,y
0,0.38,55,89,11791.13,10,55,f,y
18,0.46,95,76,3179.49,9,25,m,y
0,0.25,47,43,7745.05,3,66,m,n
17,0.26,134,60,0.0,10,57,m,y
24,0.27,39,74,12960.04,8,61,m,y
0,0.28,143,47,850.22,4,44,f,y
3,0.26,10,36,89886.95,9,49,m,n
15,0.32,95,90,13938.62,5,48,m,y
3,0.26,177,80,3710.84,2,70,f,y
2,0.34,152,71,1265.31,8,49,f,y
1,0.16,154,35,564.72,4,86,f,w
8,0.44,126,83,103610.64,2,61,f,y
1,0.32,167,77,18673.38,6,35,f,y
1,0.32,34,52,812.15,1,53,f,n
1,0.33,107,46,9.49,8,45,m,y
8,0.5,45,57,109457.5,9,25,f,n
13,0.36,120,61,0.0,7,78,f,w
15,0.37,23,42,0.0,9,65,m,n
11,0.15,128,39,3262.46,2,62,m,y
3,0.24,54,77,1947.98,1,57,f,y
0,0.34,70,58,2590.35,7,34,f,y
8,0.15,169,24,162.31,4,47,m,n
14,0.37,75,62,31086.03,10,67,m,w
11,0.18,12,41,2082.03,8,39,f,y
15,0.46,66,89,0.0,3,25,f,n
7,0.24,109,17,391.53,7,51,m,n
13,0.25,93,48,4681.45,7,52,m,y
6,0.42,163,58,6037.56,10,57,f,y
0,0.3,22,63,77445.68,9,65,m,y
2,0.47,177,33,7473.11,4,64,f,y
5,0.1,81,14,702.0,10,58,m,w
1,0.25,31,55,7422.76,1,72,m,w
7,0.2,150,51,14780.83,7,32,m,y
0,0.14,168,19,4300.16,10,62,m,y
4,0.25,179,47,83962.55,6,64,m,y
10,0.26,113,79,83749.05,1,36,m,n
1,0.39,138,56,2625.81,9,32,f,n
6,0.24,50,44,7488.94,10,43,m,n
5,0.11,80,30,326.34,8,45,f,n
10,0.29,149,68,5355.23,10,66,m,y
14,0.22,63,51,0.0,4,45,f,y
4,0.27,47,46,553.66,5,42,m,w
36,0.21,99,47,6962.34,8,45,m,y
1,0.18,139,49,92173.01,2,71,f,n
19,0.58,25,59,60042.47,6,55,f,y
5,0.27,29,37,1208.91,10,52,f,y
16,0.27,96,75,0.0,2,53,f,y
11,0.36,57,100,3707.21,8,74,f,n
5,0.56,143,76,61276.56,5,43,m,n
7,0.24,158,36,1493.41,10,74,f,y
2,0.18,111,39,344.37,3,58,f,y
6,0.33,178,55,4030.07,2,52,f,y
5,0.32,6,21,231.64,4,92,f,w
2,0.22,30,37,812.8,8,39,m,y
2,0.2,117,64,1989.23,1,49,m,n
2,0.31,108,76,7673.04,10,36,f,y
8,0.21,142,8,1768.96,3,69,f,y
4,0.22,175,61,7415.78,1,80,f,y
13,0.24,110,59,0.0,2,80,f,w
8,0.23,158,50,7659.19,10,73,m,y
4,0.22,53,52,4304.27,7,52,m,y
8,0.28,71,70,331.4,1,49,m,y
14,0.38,29,77,0.0,9,29,f,y
17,0.12,87,27,0.0,8,85,f,y
3,0.2,96,55,774.74,1,62,m,y
7,0.19,177,41,3434.61,10,47,f,y
4,0.33,40,71,1095.8,1,74,m,n
13,0.31,39,94,0.0,2,40,m,y
0,0.33,11,89,2250.87,2,61,f,y
3,0.2,149,44,13534.48,6,52,m,y
13,0.25,146,51,2677.97,1,64,f,y
5,0.31,17,55,12653.15,4,54,f,y
16,0.37,144,41,316.42,7,33,f,y
11,0.63,52,52,1154.5,9,56,m,y
8,0.41,65,42,2396.28,10,70,f,n
0,0.43,54,70,5365.71,3,54,f,y
0,0.4,57,44,4681.85,4,66,f,n
4,0.16,66,36,709.92,5,39,f,y
0,0.3,100,34,70.9,5,54,m,y
9,0.17,125,38,775.0,2,45,m,y
9,0.25,45,59,0.0,5,66,f,y
13,0.29,95,61,17611.96,10,55,f,y
1,0.18,76,55,4765.52,1,65,m,y
0,0.3,66,73,514.4,7,71,m,w
0,0.3,155,65,5120.11,5,65,f,y
4,0.37,43,76,3688.93,6,59,m,w
0,0.42,66,32,322.77,9,40,m,y
3,0.14,88,29,1315.69,3,54,m,n
5,0.32,105,71,16804.3,1,47,m,y
13,0.18,123,56,105.73,8,49,f,n
0,0.22,52,42,775.1,2,49,m,y
27,0.17,32,23,0.0,2,40,m,y
6,0.21,151,38,3752.54,10,25,m,y
19,0.17,130,37,0.0,4,44,m,w
12,0.4,25,60,2497.22,5,57,f,w
0,0.24,47,65,1845.03,1,34,m,y
18,0.15,46,32,3422.21,3,55,f,n
14,0.08,77,24,0.0,8,83,m,n
35,0.16,63,32,0.0,6,70,m,y
1,0.4,45,51,3887.74,3,79,m,y
12,0.28,124,54,641.12,7,60,m,w
0,0.36,163,35,3704.89,6,72,f,n
13,0.41,145,73,0.0,5,44,m,y
3,0.14,123,43,235.94,8,45,f,y
22,0.25,67,71,24128.27,8,25,m,y
2,0.15,92,8,715.96,3,72,m,n
7,0.22,75,71,3203.45,8,78,m,y
2,0.43,104,21,8578.8,10,46,f,y
18,0.45,148,53,12232.3,9,51,m,y
9,0.26,129,61,13193.61,10,43,m,y
3,0.24,12,49,8641.47,3,60,m,y
5,0.41,139,92,5525.6,8,71,m,w
36,0.26,32,83,430.96,8,28,f,y
4,0.19,7,38,1360.06,7,61,f,n
0,0.25,139,59,33563.9,8,50,f,y
27,0.29,66,80,1637.33,1,56,f,y
28,0.21,165,51,0.0,3,61,f,y
8,0.27,162,47,6422.14,6,52,m,n
5,0.32,70,34,5013.48,7,53,f,n
16,0.21,148,43,0.0,7,51,m,y
36,0.32,143,83,16526.95,6,69,m,y
36,0.19,15,45,3029.33,4,61,f,n
10,0.24,15,37,63308.05,5,58,f,y
2,0.25,42,48,954.2,9,35,f,n
7,0.34,37,80,29562.84,1,49,f,y
0,0.19,41,61,1788.2,2,68,m,n
10,0.26,69,36,1842.56,5,55,m,y
1,0.51,148,65,9933.71,5,64,m,y
3,0.29,78,23,3422.86,7,81,f,w
19,0.17,21,41,1009.11,8,70,f,y
7,0.17,110,35,595.65,10,56,m,y
8,0.24,88,39,3686.69,6,47,m,y
1,0.24,179,51,995.31,6,25,m,y
10,0.18,127,43,3164.4,5,52,f,y
12,0.29,177,63,36.51,5,50,f,w
25,0.31,81,75,0.0,8,60,m,n
7,0.42,40,73,8739.5,5,52,f,y
18,0.56,130,40,15484.4,6,50,f,n
11,0.39,56,46,3482.93,3,28,m,y
3,0.24,112,38,0.0,5,40,f,n
1,0.38,10,55,3331.45,9,62,m,y
24,0.33,171,34,9007.74,3,80,m,w
25,0.56,11,70,3503.05,8,53,m,n
2,0.16,147,26,1333.7,7,59,f,y
30,0.24,17,52,21273.48,4,69,f,y
6,0.16,119,29,1792.53,5,42,m,y
2,0.47,119,77,2651.32,8,60,f,y
16,0.4,73,78,778.23,10,43,m,y
9,0.19,112,43,1029.35,7,67,f,y
5,0.48,64,34,567.89,10,57,f,n
5,0.28,23,45,5029.93,10,59,m,n
23,0.17,36,55,365.11,2,43,m,y
3,0.26,40,65,4330.8,8,65,f,y
3,0.37,9,73,2319.36,8,86,m,w
3,0.11,14,7,1973.48,9,39,f,n
22,0.27,114,52,0.0,2,49,f,y
7,0.47,148,99,30241.64,4,58,f,y
26,0.37,47,63,0.0,2,66,m,n
10,0.33,90,63,0.0,4,46,m,n
13,0.29,101,72,335.37,3,25,m,y
5,0.39,117,52,1697.49,7,75,f,n
9,0.23,37,52,795.4,5,66,m,y
2,0.22,85,36,650.38,7,28,m,y
0,0.23,50,71,2370.5,2,45,f,n
1,0.2,10,43,1098.08,4,78,f,y
28,0.34,164,89,6467.76,6,76,m,w
0,0.4,158,75,51973.53,5,69,f,y
4,0.17,6,46,122.21,2,52,f,y
29,0.25,66,43,1973.92,7,56,m,n
4,0.27,72,49,341.14,2,53,m,n
15,0.24,72,36,1759.54,9,71,f,w
1,0.38,175,73,13171.84,7,41,f,y
5,0.46,101,60,11866.74,3,42,m,y
3,0.5,99,39,725.67,6,70,m,w
10,0.23,64,22,1418.43,5,54,m,n
0,0.18,39,35,27903.56,9,75,f,w
11,0.55,117,39,51270.91,3,44,m,y
2,0.16,73,49,1048.36,2,54,m,y
12,0.42,147,51,0.0,2,41,f,y
3,0.25,165,45,7178.32,4,55,f,n
0,0.41,112,75,11420.33,1,32,f,n
0,0.27,86,61,7797.31,9,47,m,n
18,0.22,13,30,0.0,3,33,m,y
21,0.27,168,69,45385.35,5,65,m,y
3,0.51,29,89,7840.29,2,65,f,y
4,0.31,8,90,27020.59,8,29,f,n
21,0.21,86,42,355.16,3,75,m,w
5,0.34,41,78,8229.59,5,92,m,y
9,0.3,109,67,0.0,7,55,f,y
5,0.16,86,46,220.03,2,45,f,y
16,0.17,64,38,442.92,3,95,m,w
24,0.33,99,96,0.0,8,35,f,y
10,0.44,27,89,16637.56,10,55,f,w
2,0.2,170,58,824.03,8,57,f,n
1,0.27,131,67,4833.48,3,75,f,y
0,0.25,17,40,2719.0,10,60,f,y
9,0.32,154,53,252.51,7,47,f,n
12,0.75,148,100,24104.38,2,40,f,y
8,0.18,17,40,0.0,9,49,m,y
0,0.28,91,71,3541.35,8,39,m,n
1,0.63,108,79,23820.16,9,55,f,n
7,0.28,61,41,178.11,9,46,f,n
8,0.23,111,24,3582.59,7,32,f,y
2,0.44,149,52,14666.59,4,73,m,w
4,0.26,38,55,9355.33,5,47,f,y
21,0.26,122,43,16514.8,7,35,m,y
0,0.22,176,37,1036.38,5,52,f,y
2,0.2,54,35,84.33,10,56,m,y
13,0.41,83,62,0.0,8,28,m,w
9,0.25,23,48,2805.09,5,59,m,n
6,0.2,149,44,5277.71,5,39,f,n
7,0.21,173,48,9467.04,5,80,m,w
1,0.26,112,66,4179.01,4,62,m,y
8,0.38,95,66,19481.88,7,49,m,y
4,0.63,84,100,21969.77,2,43,m,n
36,0.33,105,84,157355.22,10,53,f,y
0,0.15,160,31,773.92,4,64,m,y
23,0.14,123,25,0.0,3,54,m,y
2,0.37,125,62,1856.98,10,51,f,y
3,0.4,132,77,41359.69,8,55,f,y
0,0.34,86,83,111468.52,7,45,f,y
8,0.24,147,64,28371.18,3,49,f,y
6,0.35,160,34,2717.35,4,25,f,y
12,0.25,59,65,0.0,4,69,m,y
5,0.15,93,28,2017.97,10,59,f,y
8,0.14,173,21,2284.54,7,43,f,w
24,0.29,178,63,5054.04,8,83,f,w
4,0.33,104,78,48439.06,4,56,f,y
5,0.19,73,59,7837.67,8,39,f,w
5,0.35,173,67,1606.66,1,67,m,w
6,0.26,46,42,21633.01,9,60,m,y
2,0.47,6,80,0.0,7,60,f,y
2,0.21,14,52,7521.85,4,48,f,w
3,0.51,80,67,650.11,8,61,m,n
15,0.15,85,30,0.0,10,51,f,y
13,0.32,98,78,2265.55,2,63,f,n
0,0.15,148,23,151.89,8,26,m,y
13,0.44,64,55,5583.6,10,48,f,y
2,0.26,15,44,13969.17,6,80,f,y
0,0.29,144,69,26275.54,7,43,m,y
4,0.22,35,49,431.35,7,45,f,y
0,0.25,28,71,3065.43,2,48,m,n
2,0.19,27,51,3545.76,2,36,m,y
11,0.27,47,66,4500.19,4,25,m,y
0,0.2,34,42,847.11,6,51,f,y
4,0.41,178,54,729.11,4,57,m,y
1,0.41,166,51,330.18,6,54,m,w
4,0.32,172,66,20710.08,5,52,f,y
16,0.37,70,23,7241.92,6,55,m,y
13,0.35,117,76,0.0,9,70,f,y
4,0.28,91,45,22797.75,6,52,f,y
1,0.7,53,46,5314.3,6,46,f,y
25,0.23,42,59,0.0,8,50,f,y
5,0.29,91,47,179.1,5,63,m,y
1,0.26,166,31,4688.36,5,76,m,y
2,0.25,139,35,4041.8,10,45,f,n
14,0.25,96,69,0.0,1,56,f,y
1,0.39,75,30,9944.71,6,60,m,y
0,0.45,60,72,31875.74,1,40,f,n
2,0.52,177,72,38007.43,8,55,f,n
10,0.25,55,51,0.0,10,33,f,y
4,0.39,59,41,5627.59,9,28,f,w
1,0.26,110,38,200.29,6,60,f,n
18,0.76,21,51,0.0,9,49,f,y
5,0.21,133,51,720.07,2,58,f,y
25,0.23,52,59,54020.0,9,54,m,y
23,0.35,135,78,0.0,4,40,f,y
7,0.27,170,47,7901.95,3,54,f,y
4,0.32,98,85,168214.71,1,36,f,n
4,0.2,28,49,476.74,1,75,f,w
4,0.2,146,56,0.0,8,34,m,y
0,0.38,120,81,3236.78,2,52,f,y
9,0.27,70,62,1562.58,1,39,f,y
3,0.22,53,67,710.64,2,63,m,n
3,0.13,12,24,187.35,3,50,m,n
12,0.32,164,40,0.0,4,47,f,y
31,0.28,178,47,1038.72,9,67,m,y
0,0.33,61,70,13915.07,7,55,m,y
1,0.21,27,46,3101.25,5,62,m,n
0,0.26,68,56,775.86,5,40,f,y
12,0.37,85,49,7849.78,6,33,f,y
10,0.21,33,56,7923.14,1,56,m,y
8,0.2,177,43,2824.85,6,50,f,n
1,0.25,108,32,960.53,6,64,f,y
6,0.36,147,56,304.84,5,53,m,w
7,0.24,90,56,47491.81,10,58,m,y
23,0.3,152,72,6133.78,9,30,f,y
8,0.24,82,62,3419.05,10,83,m,y
16,0.13,7,25,0.0,10,52,f,n
14,0.13,56,25,237.93,5,65,m,n
11,0.29,83,79,37582.68,9,42,m,n
3,0.33,167,44,1700.54,10,59,f,n
16,0.33,87,63,60494.25,7,35,m,n
11,0.11,56,11,205.49,3,61,f,w
10,0.15,152,29,182.09,9,49,m,y
1,0.48,169,42,4470.14,10,55,m,n
20,0.24,123,47,2235.4,7,65,m,w
0,0.29,159,78,118.46,4,36,m,y
2,0.18,168,43,424.19,9,44,m,n
9,0.26,68,63,11883.2,6,61,m,y
1,0.46,109,82,34155.91,9,86,f,y
11,0.32,137,39,7307.12,4,52,f,y
1,0.26,90,69,668.0,10,63,m,y
0,0.22,8,65,438.33,2,53,f,y
0,0.25,10,22,6137.45,9,84,m,w
1,0.18,162,41,1655.49,10,28,m,y
6,0.25,124,49,0.0,4,56,f,y
0,0.57,24,81,15425.65,2,30,m,n
3,0.27,120,46,17190.3,7,25,f,y
1,0.25,150,47,664.88,7,59,m,y
16,0.45,39,26,0.0,5,57,f,y
2,0.28,25,52,4554.04,5,50,f,y
8,0.27,161,59,0.0,8,53,m,y
10,0.25,78,44,1362.6,6,95,m,w
1,0.37,143,77,3315.89,1,51,f,y
1,0.12,154,9,32.78,4,62,f,y
19,0.29,121,88,2631.2,1,45,m,w
1,0.33,9,72,8388.49,5,59,m,n
6,0.39,27,70,30609.49,5,51,m,y
7,0.15,76,12,0.0,4,48,f,n
3,0.31,17,79,2236.81,9,82,f,w
5,0.22,144,65,3361.85,8,72,m,w
2,0.54,155,46,476.41,10,57,m,n
14,0.44,162,44,33274.06,3,25,f,y
1,0.23,66,49,17807.85,5,49,f,y
2,0.58,32,68,486.88,6,95,f,n
5,0.25,89,33,6172.88,5,51,m,n
2,0.2,147,54,5594.64,8,71,f,w
15,0.25,12,53,338.62,5,76,f,y
18,0.45,148,73,224.35,8,58,m,y
13,0.28,179,62,10331.35,10,42,f,w
17,0.24,161,62,1727.66,10,25,f,y
4,0.3,176,38,431.11,3,65,f,y
6,0.15,15,29,884.07,5,42,f,n
8,0.29,8,41,1733.68,4,57,m,y
12,0.41,108,81,5049.43,6,36,m,y
3,0.2,49,23,1976.28,3,51,m,y
0,0.28,59,47,177.27,10,55,f,y
16,0.18,167,28,0.0,4,59,m,y
11,0.32,94,73,193144.68,4,38,f,n
5,0.17,30,36,17894.44,5,72,m,y
0,0.38,75,83,1122.35,6,46,f,n
4,0.32,50,47,1999.92,2,29,f,y
0,0.23,73,60,4381.27,10,53,f,y
6,0.29,31,54,5318.81,8,55,f,n
0,0.21,31,50,46267.07,4,57,f,y
10,0.43,159,74,17891.89,7,75,m,n
1,0.12,117,24,7465.63,7,51,m,y
3,0.27,97,72,24606.17,10,53,m,y
2,0.44,135,87,35565.95,2,38,f,n
1,0.17,46,28,1232.11,7,67,m,n
23,0.47,178,80,20167.38,1,57,f,y
11,0.36,19,69,0.0,2,48,m,n
11,0.27,170,40,350.96,5,26,f,y
3,0.27,135,78,12302.3,8,76,f,y
10,0.35,10,40,35745.88,7,36,f,y
5,0.19,107,40,1409.35,3,46,f,y
4,0.32,135,15,2203.72,10,60,m,y
13,0.4,134,71,6139.34,9,37,m,n
3,0.26,27,57,10064.96,5,32,f,y
0,0.23,46,53,23458.75,3,25,m,y
0,0.26,158,51,125.31,7,65,f,w
14,0.31,51,81,0.0,4,46,f,y
12,0.21,99,45,3105.96,1,95,f,y
6,0.27,14,64,940.81,5,40,m,y
3,0.13,106,41,6543.81,8,41,f,y
2,0.36,52,78,5709.66,4,46,m,y
14,0.15,79,22,1016.56,7,58,m,y
0,0.33,8,77,86673.44,8,47,m,n
15,0.28,13,63,1075.28,9,64,m,n
2,0.32,158,50,55333.87,9,40,m,n
1,0.23,41,23,3615.5,5,34,m,n
21,0.31,48,87,4600.64,6,28,f,y
4,0.26,68,30,11715.98,7,25,m,y
24,0.18,167,35,184.9,10,47,f,n
8,0.37,143,66,5035.87,2,50,m,y
7,0.21,32,49,1437.96,9,45,m,y
3,0.25,94,72,11035.65,1,73,f,n
2,0.33,18,64,9298.26,6,73,f,y
0,0.29,56,61,270.94,6,49,m,n
7,0.8,73,90,4916.99,7,28,m,y
0,0.39,129,85,771.57,2,46,m,w
4,0.26,149,63,0.0,6,46,m,n
15,0.34,145,53,20436.53,6,45,f,y
19,0.25,30,52,4074.98,9,44,f,n
4,0.2,149,65,1479.1,8,45,m,n
3,0.19,108,35,90739.66,5,49,f,n
5,0.44,7,37,18986.41,7,45,m,y
0,0.25,78,62,4537.94,7,58,f,y
0,0.22,128,27,1610.25,5,60,f,y
0,0.55,132,40,1280.08,7,41,f,y
16,0.35,82,74,0.0,3,74,f,w
12,0.25,83,52,4450.38,7,40,f,y
2,0.2,81,21,0.0,6,30,m,y
9,0.19,168,36,23881.26,6,60,f,y
17,0.39,155,78,0.0,2,42,m,n
13,0.32,53,39,774.23,2,59,m,y
1,0.18,119,29,748.69,7,25,f,n
2,0.36,69,68,0.0,1,75,m,w
2,0.34,155,35,1127.16,9,65,f,n
4,0.23,78,42,4340.66,3,32,f,n
5,0.45,52,35,148.09,6,32,f,y
2,0.26,45,31,1132.57,3,80,f,y
15,0.27,111,53,0.0,9,43,m,n
0,0.38,123,78,3798.72,10,42,f,y
5,0.3,8,61,699.82,7,25,m,n
3,0.2,100,58,456.41,1,49,f,y
13,0.24,106,42,411.02,4,51,f,n
23,0.28,139,51,2526.52,5,65,f,y
0,0.16,147,32,2529.21,7,34,f,y
4,0.47,88,67,10861.39,7,32,f,n
4,0.32,87,59,12369.05,5,61,m,y
0,0.25,126,60,8833.75,1,70,m,n
15,0.33,140,43,13132.24,5,31,m,n
1,0.31,162,37,1310.25,5,71,f,w
0,0.21,8,36,11818.98,4,55,f,n
18,0.23,18,41,0.0,6,71,f,y
2,0.3,169,78,1345.05,8,53,f,n
6,0.27,110,68,2693.46,10,25,f,y
6,0.38,94,67,3279.77,5,52,m,y
36,0.19,97,54,657.44,8,70,m,n
13,0.21,171,52,6718.45,5,41,m,n
2,0.31,80,51,20744.43,3,49,f,y
7,0.24,65,76,15223.22,8,52,m,y
0,0.37,131,39,934.42,4,25,f,n
6,0.18,78,29,451.09,3,80,f,y
20,0.18,27,35,606.9,3,41,m,n
0,0.22,154,38,512.07,6,62,m,n
0,0.31,128,81,21326.16,8,53,m,y
0,0.14,38,24,14359.81,10,73,m,y
6,0.4,9,44,0.0,5,61,f,y
3,0.25,177,74,792.25,1,51,m,w
0,0.2,134,40,182.19,1,41,f,n
2,0.24,155,32,11978.42,3,66,f,y
18,0.33,64,57,668.61,6,26,m,y
3,0.3,42,74,30927.07,2,64,f,n
1,0.19,156,52,2207.98,1,38,f,y
3,0.22,166,53,4838.34,7,73,f,w
3,0.62,118,100,63118.17,2,57,m,y
8,0.38,155,70,1075.65,8,64,m,n
2,0.25,132,70,5368.37,2,56,m,n
0,0.18,123,55,22133.75,1,28,m,y
11,0.47,145,14,1327.43,10,42,f,n
5,0.33,117,39,15996.08,2,65,f,y
1,0.19,151,29,720.09,2,57,f,y
4,0.37,130,82,3419413.39,7,72,m,y
4,0.24,105,66,1604.58,1,61,m,n
18,0.31,6,71,0.0,3,40,f,n
0,0.29,126,13,305.11,5,43,m,n
21,0.22,94,27,357.72,7,56,m,n
0,0.4,25,40,1635.27,6,25,f,y
34,0.39,22,61,1295.51,8,80,m,y
5,0.23,155,56,1494.4,1,61,f,y
4,0.25,119,61,7745.48,7,73,m,w
10,0.42,166,28,4190.11,9,31,f,w
0,0.37,31,54,4160.76,7,73,f,y
14,0.13,32,12,814.14,6,88,m,w
18,0.39,167,41,0.0,9,35,f,n
0,0.26,92,55,52240.6,4,66,f,y
5,0.33,85,59,16769.26,10,55,f,y
3,0.3,60,71,0.0,6,31,m,n
10,0.34,66,17,0.0,6,62,f,y
11,0.16,19,36,6351.85,10,67,m,w
7,0.3,131,45,3368.41,3,45,f,y
13,0.17,114,32,3183.82,7,72,f,y
8,0.24,127,76,5934.25,1,29,f,y
5,0.29,56,65,3541.83,8,32,f,n
6,0.24,118,33,681.22,8,57,m,y
2,0.63,160,49,200.09,8,55,m,n
4,0.18,173,39,404.34,9,44,f,n
21,0.24,73,55,6217.38,4,67,f,y
11,0.53,14,30,269.25,6,62,m,n
2,0.28,44,67,23675.14,7,67,f,y
0,0.22,148,39,236.32,2,53,f,n
0,0.29,94,43,1681.85,6,64,f,y
15,0.43,23,86,10952.81,8,48,m,n
14,0.28,57,61,7187.86,4,85,m,w
3,0.24,42,58,5218.67,5,42,f,n
0,0.17,85,55,1719.84,8,86,f,y
4,0.14,145,28,16801.16,3,55,f,n
3,0.26,158,43,539.62,6,34,m,y
1,0.26,84,71,868.42,1,75,f,y
1,0.35,30,42,2739.86,4,56,f,y
7,0.27,154,55,16129.82,6,67,m,y
10,0.3,127,59,636.84,3,73,f,w
6,0.58,93,90,12643.95,1,60,f,n
1,0.29,140,54,1521.14,6,46,f,y
2,0.34,44,45,13090.1,3,69,f,n
9,0.35,80,66,1392.29,8,55,f,y
0,0.27,102,65,3397.5,7,65,f,n
9,0.26,54,43,431.64,7,25,f,n
15,0.26,167,79,3500.41,8,61,f,n
12,0.3,149,74,2048.85,7,45,m,y
6,0.5,101,41,0.0,5,79,f,w
17,0.33,148,86,7657.95,10,64,f,y
0,0.43,45,35,362.49,8,58,m,n
6,0.32,12,63,483.4,8,62,f,y
11,0.33,106,43,979.69,8,40,m,n
4,0.19,45,37,0.0,10,79,f,y
35,0.24,75,47,0.0,6,84,m,n
0,0.34,108,52,223.61,2,60,m,y
3,0.25,97,29,2192.41,8,78,f,w
17,0.27,27,30,0.0,10,46,f,n
1,0.25,106,71,1029.97,1,43,f,n
4,0.2,138,28,820.29,9,55,f,n
10,0.2,151,29,3712.79,9,61,f,y
5,0.5,16,52,807.81,6,49,f,n
3,0.3,124,47,2485.23,10,63,f,y
0,0.17,13,27,1760.53,6,59,f,n
12,0.23,25,36,218.28,6,40,m,n
9,0.41,64,47,1329.46,4,62,f,y
19,0.32,96,64,315.65,1,67,m,n
18,0.24,158,47,0.0,1,57,f,n
15,0.24,120,51,311.02,1,72,m,n
3,0.33,24,71,312.15,5,36,f,y
4,0.35,130,81,6645.15,7,62,f,y
20,0.41,135,61,4637.31,1,37,f,w
1,0.16,111,50,952.25,1,38,f,y
0,0.17,71,27,29214.14,6,45,f,n
8,0.24,12,37,619.71,2,40,m,y
3,0.29,56,26,21006.59,2,46,f,y
1,0.45,100,17,296.83,7,51,m,n
4,0.59,166,80,8167.75,9,67,f,y
2,0.28,80,75,1564.23,8,50,m,w
2,0.52,109,100,82640.13,2,31,f,n
1,0.26,18,45,29656.66,7,72,f,n
11,0.25,143,52,16421.9,5,42,f,y
26,0.37,118,26,866.19,10,54,f,w
8,0.34,64,66,1969.52,4,61,f,y
6,0.45,43,83,3690.85,10,57,m,y
17,0.19,25,38,0.0,4,71,f,y
0,0.22,19,40,13459.83,4,62,f,y
1,0.13,45,25,1528.42,9,42,m,n
4,0.16,140,32,5066.79,7,87,m,w
0,0.32,11,56,111561.68,7,57,m,y
4,0.17,173,30,143.05,4,52,f,y
3,0.17,14,21,184.57,9,69,m,n
23,0.18,111,42,2003.55,8,58,m,y
1,0.31,70,38,4394.94,10,60,m,y
5,0.21,153,26,592.78,4,92,f,y
0,0.29,139,43,9858.03,6,50,f,y
12,0.19,101,41,434.57,4,50,f,y
11,0.3,44,68,0.0,1,56,f,y
27,0.4,128,84,12067.57,5,71,m,n
3,0.22,26,31,614.08,10,32,m,y
36,0.16,42,34,339.47,3,25,f,n
9,0.33,17,60,4966.75,1,46,m,w
0,0.24,20,52,1261.43,2,30,m,w
0,0.25,154,54,25720.18,2,48,f,n
1,0.43,90,78,3990.87,8,62,m,y
0,0.27,97,65,16854.26,4,41,f,y
9,0.2,105,25,51.43,3,33,m,n
25,0.31,179,42,0.0,4,56,f,y
0,0.51,114,74,6142.16,10,67,m,y
1,0.37,91,60,1325.77,1,29,m,n
25,0.43,143,91,55274.24,1,67,m,y
2,0.29,87,11,1056.87,5,67,f,n
15,0.23,71,49,4935.7,7,69,f,n
1,0.3,123,62,5572.78,9,73,m,w
27,0.71,122,89,102695.09,7,88,f,w
3,0.32,172,90,8254.19,5,49,f,y
9,0.65,27,45,1090.07,3,56,f,n
23,0.16,91,49,0.0,8,48,f,y
2,0.46,175,57,175747.81,7,55,m,n
4,0.23,139,33,277.37,4,77,f,y
2,0.27,115,75,346.41,1,34,f,n
5,0.52,170,58,1506.64,3,42,m,w
18,0.35,11,85,18137.44,8,75,m,y
1,0.5,78,92,35863.56,2,70,f,y
5,0.21,162,37,11906.37,9,49,f,y
1,0.38,106,73,1713.89,4,67,f,y
4,0.23,82,45,2712.07,7,60,f,y
1,0.7,32,58,7465.14,10,77,f,w
2,0.22,170,29,173.44,7,56,m,y
5,0.33,179,68,25511.19,8,70,m,y
10,0.13,103,14,1412.97,7,94,m,w
1,0.35,30,51,2021.1,4,63,m,y
12,0.23,170,42,45.88,7,55,m,y
35,0.39,156,37,0.0,5,65,f,n
2,0.35,159,72,11097.28,10,49,f,n
1,0.18,81,26,377.19,7,90,f,y
0,0.3,125,24,2698.56,3,57,f,y
1,0.25,8,37,854.95,10,50,f,y
7,0.33,78,42,17173.03,7,42,f,y
14,0.33,116,52,1918.19,7,71,f,y
0,0.33,84,88,4667.21,2,68,m,n
7,0.27,77,54,0.0,8,47,m,n
1,0.33,161,47,796.75,7,63,f,y
12,0.34,39,56,5952.85,9,32,m,n
1,0.19,89,35,973.89,4,57,f,y
0,0.34,70,81,9478.24,9,61,m,y
31,0.54,34,79,1913.98,1,80,f,w
5,0.28,9,64,780.75,5,43,f,n
3,0.32,124,34,1637.96,10,35,m,y
6,0.13,171,20,4422.31,7,41,f,y
6,0.22,135,41,386.91,4,34,m,n
0,0.27,118,58,15860.81,7,75,m,y
3,0.27,97,42,1083.04,9,78,m,y
7,0.49,81,60,5708.82,5,59,f,y
23,0.24,130,22,686.2,5,73,m,n
8,0.21,49,63,8715.0,2,57,f,y
1,0.27,119,32,9370.86,5,53,m,w
